Position	Counts A	Counts B	Counts AB
3.00999999	234799.00000000	0.00000000	0.00000000
3.01999998	294822.00000000	0.00000000	0.00000000
3.02999997	323604.00000000	0.00000000	0.00000000
3.03999996	390392.00000000	0.00000000	0.00000000
3.04999995	355953.00000000	0.00000000	0.00000000
3.05999994	355584.00000000	0.00000000	0.00000000
3.06999993	315363.00000000	0.00000000	0.00000000
3.07999992	298020.00000000	0.00000000	0.00000000
3.08999991	259153.00000000	0.00000000	0.00000000
3.09999990	240210.00000000	0.00000000	0.00000000
3.10999990	200604.00000000	0.00000000	0.00000000
3.11999989	160997.00000000	0.00000000	0.00000000
3.12999988	127050.00000000	0.00000000	0.00000000
3.13999987	99990.00000000	0.00000000	0.00000000
3.14999986	86706.00000000	0.00000000	0.00000000
3.15999985	87198.00000000	0.00000000	0.00000000
3.16999984	98882.00000000	0.00000000	0.00000000
3.17999983	142179.00000000	0.00000000	0.00000000
3.18999982	178094.00000000	0.00000000	0.00000000
3.19999981	220899.00000000	0.00000000	0.00000000
3.20999980	290270.00000000	0.00000000	0.00000000
3.21999979	302817.00000000	0.00000000	0.00000000
3.22999978	333075.00000000	0.00000000	0.00000000
3.23999977	361856.00000000	0.00000000	0.00000000
3.24999976	356814.00000000	0.00000000	0.00000000
3.25999975	337748.00000000	0.00000000	0.00000000
3.26999974	314502.00000000	0.00000000	0.00000000
3.27999973	276741.00000000	0.00000000	0.00000000
3.28999972	231231.00000000	0.00000000	0.00000000
3.29999971	187074.00000000	0.00000000	0.00000000
3.30999970	147713.00000000	0.00000000	0.00000000
3.31999969	117087.00000000	0.00000000	0.00000000
3.32999969	95439.00000000	0.00000000	0.00000000
3.33999968	71333.00000000	0.00000000	0.00000000
3.34999967	96669.00000000	0.00000000	0.00000000
3.35999966	119793.00000000	0.00000000	0.00000000
3.36999965	155586.00000000	0.00000000	0.00000000
3.37999964	194576.00000000	0.00000000	0.00000000
3.38999963	300355.00000000	0.00000000	0.00000000
3.39999962	278832.00000000	0.00000000	0.00000000
3.40999961	327416.00000000	0.00000000	0.00000000
3.41999960	336642.00000000	0.00000000	0.00000000
3.42999959	357060.00000000	0.00000000	0.00000000
3.43999958	353862.00000000	0.00000000	0.00000000
3.44999957	338240.00000000	0.00000000	0.00000000
3.45999956	294822.00000000	0.00000000	0.00000000
3.46999955	278463.00000000	0.00000000	0.00000000
3.47999954	241070.00000000	0.00000000	0.00000000
3.48999953	201341.00000000	0.00000000	0.00000000
3.49999952	159030.00000000	0.00000000	0.00000000
3.50999951	102942.00000000	0.00000000	0.00000000
3.51999950	93593.00000000	0.00000000	0.00000000
3.52999949	84984.00000000	0.00000000	0.00000000
3.53999949	90150.00000000	0.00000000	0.00000000
3.54999948	108108.00000000	0.00000000	0.00000000
3.55999947	136397.00000000	0.00000000	0.00000000
3.56999946	237378.00000000	0.00000000	0.00000000
3.57999945	214873.00000000	0.00000000	0.00000000
3.58999944	293099.00000000	0.00000000	0.00000000
3.59999943	316224.00000000	0.00000000	0.00000000
3.60999942	343530.00000000	0.00000000	0.00000000
3.61999941	355215.00000000	0.00000000	0.00000000
3.62999940	353493.00000000	0.00000000	0.00000000
3.63999939	339348.00000000	0.00000000	0.00000000
3.64999938	311549.00000000	0.00000000	0.00000000
3.65999937	278463.00000000	0.00000000	0.00000000
3.66999936	247343.00000000	0.00000000	0.00000000
3.67999935	190764.00000000	0.00000000	0.00000000
3.68999934	155340.00000000	0.00000000	0.00000000
3.69999933	126926.00000000	0.00000000	0.00000000
3.70999932	104295.00000000	0.00000000	0.00000000
3.71999931	89658.00000000	0.00000000	0.00000000
3.72999930	87198.00000000	0.00000000	0.00000000
3.73999929	99006.00000000	0.00000000	0.00000000
3.74999928	121391.00000000	0.00000000	0.00000000
3.75999928	191377.00000000	0.00000000	0.00000000
3.76999927	213395.00000000	0.00000000	0.00000000
3.77999926	250911.00000000	0.00000000	0.00000000
3.78999925	290640.00000000	0.00000000	0.00000000
3.79999924	321882.00000000	0.00000000	0.00000000
3.80999923	343653.00000000	0.00000000	0.00000000
3.81999922	354477.00000000	0.00000000	0.00000000
3.82999921	353739.00000000	0.00000000	0.00000000
3.83999920	330368.00000000	0.00000000	0.00000000
3.84999919	300234.00000000	0.00000000	0.00000000
3.85999918	254724.00000000	0.00000000	0.00000000
3.86999917	205278.00000000	0.00000000	0.00000000
3.87999916	163581.00000000	0.00000000	0.00000000
3.88999915	126434.00000000	0.00000000	0.00000000
3.89999914	99990.00000000	0.00000000	0.00000000
3.90999913	88059.00000000	0.00000000	0.00000000
3.91999912	95192.00000000	0.00000000	0.00000000
3.92999911	106878.00000000	0.00000000	0.00000000
3.93999910	132339.00000000	0.00000000	0.00000000
3.94999909	164688.00000000	0.00000000	0.00000000
3.95999908	199127.00000000	0.00000000	0.00000000
3.96999907	300109.00000000	0.00000000	0.00000000
3.97999907	275757.00000000	0.00000000	0.00000000
3.98999906	305769.00000000	0.00000000	0.00000000
3.99999905	341193.00000000	0.00000000	0.00000000
4.00999928	353370.00000000	0.00000000	0.00000000
4.01999950	355461.00000000	0.00000000	0.00000000
4.02999973	345744.00000000	0.00000000	0.00000000
